problem_id,source,target,prev_source,prev_target
mawps-170,"On Friday, 1250 people visited the zoo.","container ( zoo , 1250 , people , Friday , None )",,
mawps-170,3 times as many people visited on Saturday than on Friday.,"explicit ( zoo , zoo , 3 , people , Saturday , None , people , Friday , None )","On Friday, 1250 people visited the zoo.","container ( zoo , 1250 , people , Friday , None )"
mawps-170,How many people visited the zoo on Saturday?,"container ( zoo , None , people , Saturday , None )",3 times as many people visited on Saturday than on Friday.,"explicit ( zoo , zoo , 3 , people , Saturday , None , people , Friday , None )"
mawps-127,Paul had 28 strawberries in his basket.,"container ( paul , 28 , strawberry , None , None )",,
mawps-127,He picked 35 more strawberries.,"transfer ( paul , None , 35 , strawberry , None , None )",Paul had 28 strawberries in his basket.,"container ( paul , 28 , strawberry , None , None )"
mawps-127,How many strawberries did he have then?,"container ( paul , None , strawberry , None , None )",He picked 35 more strawberries.,"transfer ( paul , None , 35 , strawberry , None , None )"
mawps-330,Robin uploaded 35 pictures from her phone and 5 from her camera to facebook.,"container ( robin , 35 , picture , phone , None ) container ( robin , 5 , picture , camera , None )",,
mawps-330,"If she sorted the pics into 5 different albums with the same amount of pics in each album,","container ( robin , None , picture , None , None ) part ( robin , picture , None , None , robin , picture , phone , None , robin , picture , camera , None ) container ( robin , 5 , album , None , None ) rate ( robin , None , picture , facebook , None , album , facebook , None )",Robin uploaded 35 pictures from her phone and 5 from her camera to facebook.,"container ( robin , 35 , picture , phone , None ) container ( robin , 5 , picture , camera , None )"
mawps-330,how many pictures were in each of the albums?,"rate ( robin , None , picture , facebook , None , album , facebook , None )","If she sorted the pics into 5 different albums with the same amount of pics in each album,","container ( robin , None , picture , None , None ) part ( robin , picture , None , None , robin , picture , phone , None , robin , picture , camera , None ) container ( robin , 5 , album , None , None ) rate ( robin , None , picture , facebook , None , album , facebook , None )"
mawps-275,A pet shelter had 5 puppies when another 35 were brought in.,"container ( pet shelter , 5 , puppy , None , None ) transfer ( pet shelter , None , 35 , puppy , None , None )",,
mawps-275,"If 8 puppies a day are adopted,","rate ( pet shelter , 8 , puppy , None , None , time , None , day )",A pet shelter had 5 puppies when another 35 were brought in.,"container ( pet shelter , 5 , puppy , None , None ) transfer ( pet shelter , None , 35 , puppy , None , None )"
mawps-275,how long would it take for all of them to be adopted?,"container ( pet shelter , None , time , None , day )","If 8 puppies a day are adopted,","rate ( pet shelter , 8 , puppy , None , None , time , None , day )"
mawps-367,Bruce has 75 eggs.,"container ( bruce , 75 , egg , None , None )",,
mawps-367,Kimberly has 17 eggs.,"container ( kimberly , 17 , egg , None , None )",Bruce has 75 eggs.,"container ( bruce , 75 , egg , None , None )"
mawps-367,He loses 70.,"transfer ( None , bruce , 70 , egg , None , None )",Kimberly has 17 eggs.,"container ( kimberly , 17 , egg , None , None )"
mawps-367,How many eggs will Bruce have?,"container ( bruce , None , egg , None , None )",He loses 70.,"transfer ( None , bruce , 70 , egg , None , None )"
mawps-58,A pet store had 88 puppies.,"container ( pet store , 88 , puppy , None , None )",,
mawps-58,In one day they sold 34 of them and put the rest into cages with 6 in each cage.,"transfer ( None , pet store , 34 , puppy , None , None ) rate ( pet store , 6 , puppy , None , None , cage , None , None )",A pet store had 88 puppies.,"container ( pet store , 88 , puppy , None , None )"
mawps-58,How many cages did they use?,"container ( pet store , None , cage , None , None )",In one day they sold 34 of them and put the rest into cages with 6 in each cage.,"transfer ( None , pet store , 34 , puppy , None , None ) rate ( pet store , 6 , puppy , None , None , cage , None , None )"
mawps-222,Peter has 3 candies stored in boxes.,"container ( peter , 3 , candy , None , None )",,
mawps-222,"If there are 3 boxes,","container ( peter , 3 , box , None , None )",Peter has 3 candies stored in boxes.,"container ( peter , 3 , candy , None , None )"
mawps-222,how many candies must go in each box?,"rate ( peter , None , candy , None , None , box , None , None )","If there are 3 boxes,","container ( peter , 3 , box , None , None )"
mawps-371,Joan has 10 books.,"container ( joan , 10 , book , None , None )",,
mawps-371,Tom has 38 books.,"container ( tom , 38 , book , None , None )",Joan has 10 books.,"container ( joan , 10 , book , None , None )"
mawps-371,How many books do they have together?,"container ( they , None , book , None , None ) part ( they , book , None , None , joan , book , None , None , tom , book , None , None )",Tom has 38 books.,"container ( tom , 38 , book , None , None )"
mawps-234,Faye was selling her necklaces at a garage sale.,,,
mawps-234,She sold 3 bead necklaces and 7 gem stone necklaces.,"container ( faye , 3 , necklace , bead , None ) container ( faye , 7 , necklace , gem stone , None )",Faye was selling her necklaces at a garage sale.,
mawps-234,"If each necklace cost 7 dollars,","container ( faye , None , necklace , None , None ) part ( faye , necklace , None , None , faye , necklace , bead , None , faye , necklace , gem stone , None ) container ( faye , None , money , None , dollar ) rate ( faye , 7 , money , None , dollar , necklace , None , None )",She sold 3 bead necklaces and 7 gem stone necklaces.,"container ( faye , 3 , necklace , bead , None ) container ( faye , 7 , necklace , gem stone , None )"
mawps-234,how much money did she earn?,"container ( faye , None , money , None , dollar )","If each necklace cost 7 dollars,","container ( faye , None , necklace , None , None ) part ( faye , necklace , None , None , faye , necklace , bead , None , faye , necklace , gem stone , None ) container ( faye , None , money , None , dollar ) rate ( faye , 7 , money , None , dollar , necklace , None , None )"
mawps-776,Lana's favorite band was holding a concert where tickets were 6 dollars each.,"container ( lana , None , ticket , concert , None )",,
mawps-776,Lana bought 8 tickets for herself and her friends and 2 extra tickets in case anyone else wanted to go.,"container ( lana , 8 , ticket , herself , None ) container ( lana , 2 , ticket , extra , None ) part ( lana , ticket , concert , None , lana , ticket , herself , None , lana , ticket , extra , None )",Lana's favorite band was holding a concert where tickets were 6 dollars each.,"container ( lana , None , ticket , concert , None )"
mawps-776,How much did she spend?,"rate ( lana , 6 , money , concert , dollar , ticket , None , None ) container ( lana , None , money , concert , dollar )",Lana bought 8 tickets for herself and her friends and 2 extra tickets in case anyone else wanted to go.,"container ( lana , 8 , ticket , herself , None ) container ( lana , 2 , ticket , extra , None ) part ( lana , ticket , concert , None , lana , ticket , herself , None , lana , ticket , extra , None )"
mawps-263,Diana has 3840 erasers.,"container ( diana , 3840 , eraser , None , None )",,
mawps-263,"If she shares them among 48 friends,","container ( diana , 48 , friend , None , None ) rate ( diana , None , eraser , None , None , friend , None , None )",Diana has 3840 erasers.,"container ( diana , 3840 , eraser , None , None )"
mawps-263,how many erasers does each friend get?,"rate ( diana , None , eraser , None , None , friend , None , None )","If she shares them among 48 friends,","container ( diana , 48 , friend , None , None ) rate ( diana , None , eraser , None , None , friend , None , None )"
mawps-214,Mary had 8 potatoes in the garden.,"container ( mary , 8 , potato , None , None )",,
mawps-214,The rabbits ate 3 of the potatoes.,"transfer ( None , mary , 3 , potato , rabbit , None )",Mary had 8 potatoes in the garden.,"container ( mary , 8 , potato , None , None )"
mawps-214,How many potatoes does Mary now have?,"container ( mary , None , potato , None , None )",The rabbits ate 3 of the potatoes.,"transfer ( None , mary , 3 , potato , rabbit , None )"
mawps-81,Sara picked 6 pears from the pear tree.,"container ( pear tree , 6 , pear , Sara , None )",,
mawps-81,Tim picked 5 pears from the pear tree.,"container ( pear tree , 5 , pear , Tim , None )",Sara picked 6 pears from the pear tree.,"container ( pear tree , 6 , pear , Sara , None )"
mawps-81,How many pears were picked in total?,"container ( pear tree , None , pear , total , None ) part ( pear tree , pear , total , None , pear tree , pear , Sara , None , pear tree , pear , Tim , None )",Tim picked 5 pears from the pear tree.,"container ( pear tree , 5 , pear , Tim , None )"
mawps-185,Emily was playing a trivia game.,,,
mawps-185,In the first round she scored 16 points.,"container ( emily , 16 , point , first round , None )",Emily was playing a trivia game.,
mawps-185,In the second round she scored 33 points.,"container ( emily , 33 , point , second round , None )",In the first round she scored 16 points.,"container ( emily , 16 , point , first round , None )"
mawps-185,In the last round she lost 48 points.,"container ( emily , None , point , None , None ) part ( emily , point , None , None , emily , point , first round , None , emily , point , second round , None ) container ( emily , None , point , None , None ) transfer ( None , emily , 48 , point , None , None )",In the second round she scored 33 points.,"container ( emily , 33 , point , second round , None )"
mawps-185,How many points did she have at the end of the game?,"container ( emily , None , point , None , None )",In the last round she lost 48 points.,"container ( emily , None , point , None , None ) part ( emily , point , None , None , emily , point , first round , None , emily , point , second round , None ) container ( emily , None , point , None , None ) transfer ( None , emily , 48 , point , None , None )"
mawps-306,There are 47 eggs in a box.,"container ( box , 47 , egg , None , None )",,
mawps-306,Harry takes 5 eggs.,"transfer ( harry , box , 5 , egg , None , None )",There are 47 eggs in a box.,"container ( box , 47 , egg , None , None )"
mawps-306,How many are left?,"container ( box , None , egg , None , None )",Harry takes 5 eggs.,"transfer ( harry , box , 5 , egg , None , None )"
mawps-39,Sally saw 1 dozen birds in a tree.,"container ( sally , 1 , bird , None , dozen )",,
mawps-39,How many birds did Sally see?,"rate ( sally , 12 , bird , None , None , bird , None , dozen ) container ( sally , None , bird , None , None )",Sally saw 1 dozen birds in a tree.,"container ( sally , 1 , bird , None , dozen )"
mawps-310,Martin strolled to Lawrence's house.,,,
mawps-310,It is 12 miles from Martin's house to Lawrence's house.,"container ( martin , 12 , distance , Martin's house to Lawrence's house , mile )",Martin strolled to Lawrence's house.,
mawps-310,It took Martin 6 hours to get there.,"container ( martin , 6 , time , None , hour ) rate ( martin , None , distance , Martin's house to Lawrence's house , mile , time , None , hour )",It is 12 miles from Martin's house to Lawrence's house.,"container ( martin , 12 , distance , Martin's house to Lawrence's house , mile )"
mawps-310,How fast did Martin go?,"rate ( martin , None , distance , Martin's house to Lawrence's house , mile , time , None , hour )",It took Martin 6 hours to get there.,"container ( martin , 6 , time , None , hour ) rate ( martin , None , distance , Martin's house to Lawrence's house , mile , time , None , hour )"
mawps-97,Evelyn starts with 76 Skittles.,"container ( evelyn , 76 , skittle , None , None )",,
mawps-97,She shares 72 with Christine.,"transfer ( christine , evelyn , 72 , skittle , None , None )",Evelyn starts with 76 Skittles.,"container ( evelyn , 76 , skittle , None , None )"
mawps-97,How many Skittles does Evelyn end with?,"container ( evelyn , None , skittle , None , None )",She shares 72 with Christine.,"transfer ( christine , evelyn , 72 , skittle , None , None )"
mawps-347,"Joan picked 43 apples from the orchard, and gave 27 apples to Melanie.","container ( joan , 43 , apple , orchard , None ) transfer ( melanie , joan , 27 , apple , None , None )",,
mawps-347,How many apples does Joan have now?,"container ( joan , None , apple , orchard , None )","Joan picked 43 apples from the orchard, and gave 27 apples to Melanie.","container ( joan , 43 , apple , orchard , None ) transfer ( melanie , joan , 27 , apple , None , None )"
mawps-78,For Halloween Haley scored 33 pieces of candy.,"container ( haley , 33 , candy , None , None )",,
mawps-78,She ate 17 pieces the first night and then her sister gave her 19 more pieces.,"transfer ( None , haley , 17 , candy , None , None ) transfer ( haley , None , 19 , candy , None , None )",For Halloween Haley scored 33 pieces of candy.,"container ( haley , 33 , candy , None , None )"
mawps-78,How many pieces of candy does Haley have now?,"container ( haley , None , candy , None , None )",She ate 17 pieces the first night and then her sister gave her 19 more pieces.,"transfer ( None , haley , 17 , candy , None , None ) transfer ( haley , None , 19 , candy , None , None )"
mawps-296,Sarah has 7 boxes of apples.,"container ( sarah , 7 , box , apple , None )",,
mawps-296,Each box holds 7 apples.,"rate ( sarah , 7 , apple , None , None , box , None , None )",Sarah has 7 boxes of apples.,"container ( sarah , 7 , box , apple , None )"
mawps-296,How many apples does Sarah have?,"container ( sarah , None , apple , None , None )",Each box holds 7 apples.,"rate ( sarah , 7 , apple , None , None , box , None , None )"
mawps-279,"While on vacation, Megan took 15 pictures at the zoo and 18 at the museum.","container ( megan , 15 , picture , zoo , None ) container ( megan , 18 , picture , museum , None ) container ( megan , None , picture , None , None ) part ( megan , megan , picture , None , None , picture , zoo , None ) part ( megan , megan , picture , None , None , picture , museum , None )",,
mawps-279,"If she later deleted 31 of the pictures,","transfer ( None , megan , 31 , picture , None , None )","While on vacation, Megan took 15 pictures at the zoo and 18 at the museum.","container ( megan , 15 , picture , zoo , None ) container ( megan , 18 , picture , museum , None ) container ( megan , None , picture , None , None ) part ( megan , megan , picture , None , None , picture , zoo , None ) part ( megan , megan , picture , None , None , picture , museum , None )"
mawps-279,how many pictures from her vacation did she still have?,"container ( megan , None , picture , None , None )","If she later deleted 31 of the pictures,","transfer ( None , megan , 31 , picture , None , None )"
mawps-107,Karen added 0.25 cup of walnuts to a batch of trail mix.,"container ( karen , 0.25 , walnut , None , cup )",,
mawps-107,"Later, she added 0.25 cup of almonds.","container ( karen , 0.25 , almond , None , cup )",Karen added 0.25 cup of walnuts to a batch of trail mix.,"container ( karen , 0.25 , walnut , None , cup )"
mawps-107,How many cups of nuts did Karen put in the trail mix in all?,"container ( karen , None , nut , None , cup ) part ( karen , nut , None , cup , karen , walnut , None , cup , karen , almond , None , cup )","Later, she added 0.25 cup of almonds.","container ( karen , 0.25 , almond , None , cup )"
mawps-1556,Henry had 11 dollars.,"container ( henry , 11 , money , None , dollar )",,
mawps-1556,For his birthday he got 18 more dollars but spent 10 on a new game.,"transfer ( henry , None , 18 , money , birthday , dollar ) transfer ( None , henry , 10 , money , game , dollar )",Henry had 11 dollars.,"container ( henry , 11 , money , None , dollar )"
mawps-1556,How much money does he have now?,"container ( henry , None , money , None , dollar )",For his birthday he got 18 more dollars but spent 10 on a new game.,"transfer ( henry , None , 18 , money , birthday , dollar ) transfer ( None , henry , 10 , money , game , dollar )"
mawps-54,At lunch a waiter had 10 customers and 5 of them didn't leave a tip.,"container ( waiter , 10 , customer , None , None ) transfer ( None , waiter , 5 , customer , None , None )",,
mawps-54,"If he got $3 each from the ones who did tip,","rate ( waiter , 3 , tip , None , $ , customer , None , None )",At lunch a waiter had 10 customers and 5 of them didn't leave a tip.,"container ( waiter , 10 , customer , None , None ) transfer ( None , waiter , 5 , customer , None , None )"
mawps-54,how much money did he earn?,"container ( waiter , None , tip , None , $ )","If he got $3 each from the ones who did tip,","rate ( waiter , 3 , tip , None , $ , customer , None , None )"
mawps-111,Each bottle cap costs $2.,"rate ( world , 2 , cost , None , $ , bottle cap , None , None )",,
mawps-111,How much do 6 bottle caps cost?,"container ( world , 6 , bottle cap , None , None ) container ( world , None , cost , None , $ )",Each bottle cap costs $2.,"rate ( world , 2 , cost , None , $ , bottle cap , None , None )"
mawps-42,Mike made 69 dollars mowing lawns over the summer.,"container ( mike , 69 , money , None , dollar )",,
mawps-42,"If he spent 24 dollars buying new mower blades,","transfer ( None , mike , 24 , money , new mower blades , dollar )",Mike made 69 dollars mowing lawns over the summer.,"container ( mike , 69 , money , None , dollar )"
mawps-42,how many 5 dollar games could he buy with the money he had left?,"rate ( mike , 5 , money , None , dollar , game , None , None ) container ( mike , None , game , None , None )","If he spent 24 dollars buying new mower blades,","transfer ( None , mike , 24 , money , new mower blades , dollar )"
mawps-238,Carolyn starts with 47 marbles and 6 oranges.,"container ( carolyn , 47 , marble , None , None ) container ( carolyn , 6 , orange , None , None )",,
mawps-238,She shares 42 with Diana.,"transfer ( diana , carolyn , 42 , marble , None , None )",Carolyn starts with 47 marbles and 6 oranges.,"container ( carolyn , 47 , marble , None , None ) container ( carolyn , 6 , orange , None , None )"
mawps-238,How many marbles does Carolyn end with?,"container ( carolyn , None , marble , None , None )",She shares 42 with Diana.,"transfer ( diana , carolyn , 42 , marble , None , None )"
mawps-15,Nicole found an orange caterpillar and a green caterpillar in her backyard.,,,
mawps-15,The green caterpillar was 3 inches long.,"container ( nicole , 3 , caterpillar , green , inch )",Nicole found an orange caterpillar and a green caterpillar in her backyard.,
mawps-15,The orange caterpillar was 7/6 inches long.,"container ( nicole , 7/6 , caterpillar , orange , inch )",The green caterpillar was 3 inches long.,"container ( nicole , 3 , caterpillar , green , inch )"
mawps-15,How much longer was the green caterpillar than the orange caterpillar?,"difference ( nicole , nicole , None , caterpillar , green , inch , caterpillar , orange , inch )",The orange caterpillar was 7/6 inches long.,"container ( nicole , 7/6 , caterpillar , orange , inch )"
mawps-280,Isabella ’ s hair is 18 inches long.,"container ( isabella , 18 , hair , None , inch )",,
mawps-280,By the end of the year her hair is 24 inches long.,"container ( isabella , 24 , hair , None , inch ) transfer ( isabella , None , None , hair , None , inch )",Isabella ’ s hair is 18 inches long.,"container ( isabella , 18 , hair , None , inch )"
mawps-280,How much hair did she grow?,"transfer ( isabella , None , None , hair , None , inch )",By the end of the year her hair is 24 inches long.,"container ( isabella , 24 , hair , None , inch ) transfer ( isabella , None , None , hair , None , inch )"
mawps-14,A DVD book holds 126 DVDs.,"container ( dvd book , 126 , DVD , None , None )",,
mawps-14,There are 81 DVDs already in the book.,"container ( dvd book , 81 , DVD , None , None )",A DVD book holds 126 DVDs.,"container ( dvd book , 126 , DVD , None , None )"
mawps-14,How many more DVDs can be put in the book?,"part ( dvd book , DVD , None , None , dvd book , DVD , None , None , dvd book , DVD , None , None ) container ( dvd book , None , DVD , None , None )",There are 81 DVDs already in the book.,"container ( dvd book , 81 , DVD , None , None )"
mawps-239,Brian ’ s car gets 20 miles per gallon.,"container ( brian's car , None , distance , None , mile )",,
mawps-239,"On his last trip, he used 3 gallons of gas.","container ( brian's car , 3 , gas , None , gallon ) rate ( brian's car , 20 , distance , None , mile , gas , None , gallon )",Brian ’ s car gets 20 miles per gallon.,"container ( brian's car , None , distance , None , mile )"
mawps-239,How many miles did he travel on his last trip?,"container ( brian's car , None , distance , None , mile )","On his last trip, he used 3 gallons of gas.","container ( brian's car , 3 , gas , None , gallon ) rate ( brian's car , 20 , distance , None , mile , gas , None , gallon )"
mawps-110,Cade had 87 marbles.,"container ( cade , 87 , marble , None , None )",,
mawps-110,He gave 8 to Dylan.,"transfer ( dylan , cade , 8 , marble , None , None )",Cade had 87 marbles.,"container ( cade , 87 , marble , None , None )"
mawps-110,How many does he have left?,"container ( cade , None , marble , None , None )",He gave 8 to Dylan.,"transfer ( dylan , cade , 8 , marble , None , None )"
mawps-55,There are 17 students trying out for the school's trivia teams.,"container ( school's trivia team , 17 , student , None , None )",,
mawps-55,"If 5 of them didn't get picked for the team and the rest were put into 3 groups,","transfer ( None , school's trivia team , 5 , student , None , None ) container ( school's trivia team , 3 , group , None , None ) rate ( school's trivia team , None , student , None , None , group , None , None )",There are 17 students trying out for the school's trivia teams.,"container ( school's trivia team , 17 , student , None , None )"
mawps-55,how many students would be in each group?,"rate ( school's trivia team , None , student , None , None , group , None , None )","If 5 of them didn't get picked for the team and the rest were put into 3 groups,","transfer ( None , school's trivia team , 5 , student , None , None ) container ( school's trivia team , 3 , group , None , None ) rate ( school's trivia team , None , student , None , None , group , None , None )"
mawps-278,Lisa rented 4 DVDs for $4.8.,"container ( lisa , 4.8 , money , None , $ ) container ( lisa , 4 , DVD , None , None )",,
mawps-278,How much did each DVD cost to rent?,"rate ( lisa , None , money , None , $ , DVD , None , None )",Lisa rented 4 DVDs for $4.8.,"container ( lisa , 4.8 , money , None , $ ) container ( lisa , 4 , DVD , None , None )"
mawps-852,Craig has 20 apples.,"container ( craig , 20 , apple , None , None )",,
mawps-852,Judy has 11 apples.,"container ( judy , 11 , apple , None , None )",Craig has 20 apples.,"container ( craig , 20 , apple , None , None )"
mawps-852,He shares 7 with Eugene.,"transfer ( eugene , craig , 7 , apple , None , None )",Judy has 11 apples.,"container ( judy , 11 , apple , None , None )"
mawps-852,How many apples will Craig have?,"container ( craig , None , apple , None , None )",He shares 7 with Eugene.,"transfer ( eugene , craig , 7 , apple , None , None )"
mawps-151,Mike joined his school's band.,,,
mawps-151,"He bought a trumpet for $145.16, and a song book which was $5.84.","container ( mike , 145.16 , money , trumpet , $ ) container ( mike , 5.84 , money , song book , $ )",Mike joined his school's band.,
mawps-151,How much did Mike spend at the music store?,"container ( mike , None , money , None , $ ) part ( mike , money , None , $ , mike , money , trumpet , $ , mike , money , song book , $ )","He bought a trumpet for $145.16, and a song book which was $5.84.","container ( mike , 145.16 , money , trumpet , $ ) container ( mike , 5.84 , money , song book , $ )"
mawps-444,"Hoping to be named Salesperson of the Month, Rosa called the names from 10.2 pages of the phone book last week.","container ( rosa , 10.2 , page , phone book , None )",,
mawps-444,"This week, she called the people listed on another 8.6 pages of the same phone book.","container ( rosa , 8.6 , page , phone book , None )","Hoping to be named Salesperson of the Month, Rosa called the names from 10.2 pages of the phone book last week.","container ( rosa , 10.2 , page , phone book , None )"
mawps-444,How many pages worth of people did Rosa call in all?,"container ( rosa , None , page , phone book , None ) part ( rosa , page , phone book , None , rosa , page , phone book , None , rosa , page , phone book , None )","This week, she called the people listed on another 8.6 pages of the same phone book.","container ( rosa , 8.6 , page , phone book , None )"
mawps-96,"Last Saturday, Spencer walked all over town running errands.",,,
mawps-96,"First, he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office.","container ( spencer , 0.3 , distance , None , mile ) container ( spencer , 0.1 , distance , None , mile )","Last Saturday, Spencer walked all over town running errands.",
mawps-96,Then he walked 0.4 mile from the post office back home.,"container ( spencer , 0.4 , distance , None , mile )","First, he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office.","container ( spencer , 0.3 , distance , None , mile ) container ( spencer , 0.1 , distance , None , mile )"
mawps-96,How many miles did Spencer walk in all?,"container ( spencer , None , distance , None , mile ) part ( spencer , distance , None , mile , spencer , distance , None , mile , spencer , distance , None , mile , spencer , distance , None , mile )",Then he walked 0.4 mile from the post office back home.,"container ( spencer , 0.4 , distance , None , mile )"
mawps-203,Lori has 30 marbles.,"container ( lori , 30 , marble , None , None )",,
mawps-203,"If she shares them among 5 friends,","container ( lori , 5 , friend , None , None )",Lori has 30 marbles.,"container ( lori , 30 , marble , None , None )"
mawps-203,how many marbles does each friend get?,"rate ( lori , None , marble , None , None , friend , None , None )","If she shares them among 5 friends,","container ( lori , 5 , friend , None , None )"
mawps-346,Luke was organizing his baseball cards in a binder with 3 on each page.,"rate ( luke , 3 , baseball card , None , None , page , None , None )",,
mawps-346,"If he had 3 new cards and 9 old cards to put in the binder,","container ( luke , 3 , card , new , None ) container ( luke , 9 , card , old , None ) part ( luke , basketball card , None , None , luke , card , new , None , luke , card , old , None )",Luke was organizing his baseball cards in a binder with 3 on each page.,"rate ( luke , 3 , baseball card , None , None , page , None , None )"
mawps-346,how many pages would he use?,"container ( luke , None , page , None , None )","If he had 3 new cards and 9 old cards to put in the binder,","container ( luke , 3 , card , new , None ) container ( luke , 9 , card , old , None ) part ( luke , basketball card , None , None , luke , card , new , None , luke , card , old , None )"
mawps-79,There were originally 20817 houses in Lincoln County.,"container ( lincoln county , 20817 , houses , None , None )",,
mawps-79,"During a housing boom, developers built 97741.","transfer ( lincoln county , None , 97741 , houses , None , None )",There were originally 20817 houses in Lincoln County.,"container ( lincoln county , 20817 , houses , None , None )"
mawps-79,How many houses are there now in Lincoln County?,"container ( lincoln county , None , houses , None , None )","During a housing boom, developers built 97741.","transfer ( lincoln county , None , 97741 , houses , None , None )"
mawps-254,Rachel strolled to Nicholas's house.,,,
mawps-254,It is 10 miles from Rachel's house to Nicholas's house.,"container ( rachel , 10 , distance , Nicholas , mile )",Rachel strolled to Nicholas's house.,
mawps-254,It took Rachel 5 hours to get there.,"container ( rachel , 5 , time , None , hour ) rate ( rachel , None , distance , None , mile , time , None , hour )",It is 10 miles from Rachel's house to Nicholas's house.,"container ( rachel , 10 , distance , Nicholas , mile )"
mawps-254,How fast did Rachel go?,"rate ( rachel , None , distance , None , mile , time , None , hour )",It took Rachel 5 hours to get there.,"container ( rachel , 5 , time , None , hour ) rate ( rachel , None , distance , None , mile , time , None , hour )"
mawps-311,Ellen went to a garage sale to buy chairs.,,,
mawps-311,Each chair is 15 dollars.,"rate ( ellen , 15 , money , None , dollar , chair , None , None )",Ellen went to a garage sale to buy chairs.,
mawps-311,How much did Ellen spend for the 12 chairs she bought?,"container ( ellen , 12 , chair , None , None ) container ( ellen , None , money , None , dollar )",Each chair is 15 dollars.,"rate ( ellen , 15 , money , None , dollar , chair , None , None )"
mawps-891,Charles has 25 Skittles.,"container ( charles , 25 , Skittle , None , None )",,
mawps-891,Diana takes 7 away.,"transfer ( None , charles , 7 , Skittle , None , None ) transfer ( diana , None , 7 , Skittle , None , None )",Charles has 25 Skittles.,"container ( charles , 25 , Skittle , None , None )"
mawps-891,How many Skittles will Charles have?,"container ( charles , None , Skittle , None , None )",Diana takes 7 away.,"transfer ( None , charles , 7 , Skittle , None , None ) transfer ( diana , None , 7 , Skittle , None , None )"
mawps-242,Edward was trying to expand his game collection.,,,
mawps-242,He bought 41 games from a friend and bought 14 more at a garage sale.,"transfer ( edward , None , 41 , game , friend , None ) transfer ( edward , None , 14 , game , garage sale , None )",Edward was trying to expand his game collection.,
mawps-242,"If 31 of the games didn't work,","transfer ( None , edward , 31 , game , didn't work , None )",He bought 41 games from a friend and bought 14 more at a garage sale.,"transfer ( edward , None , 41 , game , friend , None ) transfer ( edward , None , 14 , game , garage sale , None )"
mawps-242,how many good games did he end up with?,"container ( edward , None , game , None , None )","If 31 of the games didn't work,","transfer ( None , edward , 31 , game , didn't work , None )"
mawps-307,Roger had 25 books.,"container ( roger , 25 , book , None , None )",,
mawps-307,"If he sold 21 of them and used the money he earned to buy 30 new books,","transfer ( None , roger , 21 , book , None , None ) transfer ( roger , None , 30 , book , None , None )",Roger had 25 books.,"container ( roger , 25 , book , None , None )"
mawps-307,how many books would Roger have?,"container ( roger , None , book , None , None )","If he sold 21 of them and used the money he earned to buy 30 new books,","transfer ( None , roger , 21 , book , None , None ) transfer ( roger , None , 30 , book , None , None )"
mawps-38,Megan had 93 files on her computer.,"container ( megan , 93 , file , computer , None )",,
mawps-38,She deleted 21 of them and put the rest into folders with 8 files in each one.,"transfer ( None , megan , 21 , file , None , None ) rate ( megan , 8 , file , None , None , folder , None , None )",Megan had 93 files on her computer.,"container ( megan , 93 , file , computer , None )"
mawps-38,How many folders did Megan end up with?,"container ( megan , None , folder , None , None )",She deleted 21 of them and put the rest into folders with 8 files in each one.,"transfer ( None , megan , 21 , file , None , None ) rate ( megan , 8 , file , None , None , folder , None , None )"
mawps-184,Jason has 43 blue and 16 red marbles.,"container ( jason , 43 , marble , blue , None ) container ( jason , 16 , marble , red , None )",,
mawps-184,Tom has 24 blue marbles.,"container ( tom , 24 , marble , blue , None )",Jason has 43 blue and 16 red marbles.,"container ( jason , 43 , marble , blue , None ) container ( jason , 16 , marble , red , None )"
mawps-184,How many blue marbles do they have in all?,"container ( they , None , marble , blue , None ) part ( they , marble , blue , None , jason , marble , blue , None , tom , marble , blue , None )",Tom has 24 blue marbles.,"container ( tom , 24 , marble , blue , None )"
mawps-215,For Halloween Emily received 54 pieces of candy.,"container ( emily , 54 , candy , None , None )",,
mawps-215,She ate 33 pieces then placed the rest into piles with 7 in each pile.,"transfer ( None , emily , 33 , candy , None , None ) rate ( emily , 7 , candy , None , None , pile , None , None )",For Halloween Emily received 54 pieces of candy.,"container ( emily , 54 , candy , None , None )"
mawps-215,How many piles could she make?,"container ( emily , None , pile , None , None )",She ate 33 pieces then placed the rest into piles with 7 in each pile.,"transfer ( None , emily , 33 , candy , None , None ) rate ( emily , 7 , candy , None , None , pile , None , None )"
mawps-80,The Hawks scored 3 touchdowns worth 7 points each.,"container ( hawks , 3 , touchdown , None , None ) rate ( hawks , 7 , point , None , None , touchdown , None , None )",,
mawps-80,How many points do they have?,"container ( hawks , None , point , None , None )",The Hawks scored 3 touchdowns worth 7 points each.,"container ( hawks , 3 , touchdown , None , None ) rate ( hawks , 7 , point , None , None , touchdown , None , None )"
mawps-350,"John had 5 action figures, but needed 7 total for a complete collection.","container ( john , 5 , action figure , None , None ) container ( john , 7 , action figure , None , None )",,
mawps-350,"If each one costs $5,","container ( john , None , money , None , $ )","John had 5 action figures, but needed 7 total for a complete collection.","container ( john , 5 , action figure , None , None ) container ( john , 7 , action figure , None , None )"
