problem_id,source,target,prev_source,prev_target
svamp-115,how many roses did she cut?,"container ( garden , None , rose , None , None ) transfer ( vase , garden , None , rose , None , None )",There are now 20 roses in the vase.,"container ( vase , 20 , rose , None , None ) transfer ( vase , garden , None , rose , None , None )"
svamp-512,Allan brought 2 balloons.,"container ( allan , 2 , balloon , None , None )",,
svamp-512,Jake brought 4 balloons to the park.,"container ( jake , 4 , balloon , None , None )",Allan brought 2 balloons.,"container ( allan , 2 , balloon , None , None )"
svamp-512,Allan then bought 3 more balloons at the park.,"transfer ( allan , None , 3 , balloon , None , None )",Jake brought 4 balloons to the park.,"container ( jake , 4 , balloon , None , None )"
svamp-512,How many more balloons did allan have than jake in the park?,"difference ( allan , jake , None , balloon , None , None , balloon , None , None )",Allan then bought 3 more balloons at the park.,"transfer ( allan , None , 3 , balloon , None , None )"
svamp-142,Next on his checklist are wax to stick the feathers together.,,,
svamp-142,If he has 557 g of wax and right now he just needs 17 g.,"container ( he , 557 , wax , None , g ) container ( he , 17 , wax , None , g )",Next on his checklist are wax to stick the feathers together.,
svamp-142,total how many grams of wax do the feathers require?,"container ( he , None , wax , None , g ) part ( he , wax , None , g , he , wax , None , g , he , wax , None , g )",If he has 557 g of wax and right now he just needs 17 g.,"container ( he , 557 , wax , None , g ) container ( he , 17 , wax , None , g )"
svamp-14,Every day ryan spends 6 hours on learning english and 2 hours on learning chinese.,"container ( ryan , 6 , time , english , hour ) container ( ryan , 2 , time , chinese , hour )",,
svamp-14,how many more hours does he spend on learning english than he does on learning chinese?,"difference ( ryan , ryan , None , time , english , hour , time , chinese , hour )",Every day ryan spends 6 hours on learning english and 2 hours on learning chinese.,"container ( ryan , 6 , time , english , hour ) container ( ryan , 2 , time , chinese , hour )"
svamp-149,He then went to see the oranges being harvested.,,,
svamp-149,He found out that they harvest 8 sacks per day and that each sack containes 35 oranges.,"rate ( he , 35 , orange , None , None , sack , None , None )",He then went to see the oranges being harvested.,
svamp-149,how many oranges do they harvest per day?,"container ( he , 8 , sack , None , None ) container ( he , None , orange , None , None )",He found out that they harvest 8 sacks per day and that each sack containes 35 oranges.,"rate ( he , 35 , orange , None , None , sack , None , None )"
svamp-237,In a school there are 135 girls and 214 boys.,"container ( school , 135 , girl , None , None ) container ( school , 214 , boy , None , None )",,
svamp-237,496 more girls and 910 more boys joined the school.,"transfer ( school , None , 496 , girl , None , None ) transfer ( school , None , 910 , boy , None , None )",In a school there are 135 girls and 214 boys.,"container ( school , 135 , girl , None , None ) container ( school , 214 , boy , None , None )"
svamp-237,How many boys are there in the school now?,"container ( school , None , boy , None , None )",496 more girls and 910 more boys joined the school.,"transfer ( school , None , 496 , girl , None , None ) transfer ( school , None , 910 , boy , None , None )"
svamp-43,The grasshopper the frog and the mouse had a jumping contest.,,,
svamp-43,The grasshopper jumped 9 inches.,"container ( grasshopper , 9 , jump , None , inch )",The grasshopper the frog and the mouse had a jumping contest.,
svamp-43,The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper.,"difference ( frog , mouse , 3 , jump , None , inch , jump , None , inch ) difference ( frog , grasshopper , 33 , jump , None , inch , jump , None , inch )",The grasshopper jumped 9 inches.,"container ( grasshopper , 9 , jump , None , inch )"
svamp-43,how far did the mouse jump?,"container ( mouse , None , jump , None , inch )",The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper.,"difference ( frog , mouse , 3 , jump , None , inch , jump , None , inch ) difference ( frog , grasshopper , 33 , jump , None , inch , jump , None , inch )"
svamp-55,Rachel has 4 apples trees.,"container ( rachel , 4 , tree , apple , None )",,
svamp-55,She picked 7 apples from each of her trees.,"rate ( rachel , 7 , apple , None , None , tree , apple , None )",Rachel has 4 apples trees.,"container ( rachel , 4 , tree , apple , None )"
svamp-55,Now the trees have a total 29 apples still on them.,"container ( rachel , 29 , apple , tree , None )",She picked 7 apples from each of her trees.,"rate ( rachel , 7 , apple , None , None , tree , apple , None )"
svamp-55,how many apples did rachel pick in all?,"container ( rachel , None , apple , None , None )",Now the trees have a total 29 apples still on them.,"container ( rachel , 29 , apple , tree , None )"
svamp-108,Baker's friend bought 137 cakes from him.,"transfer ( None , baker , 137 , cake , None , None )",,
svamp-108,If he had made 169 cakes initially.,"container ( baker , 169 , cake , None , None )",Baker's friend bought 137 cakes from him.,"transfer ( None , baker , 137 , cake , None , None )"
svamp-108,how many cakes would baker still have?,"container ( baker , None , cake , None , None )",If he had made 169 cakes initially.,"container ( baker , 169 , cake , None , None )"
svamp-124,There were 6 roses and 20 orchids in the vase.,"container ( vase , 6 , flower , rose , None ) container ( vase , 20 , flower , orchid , None )",,
svamp-124,Jessica cut some more roses and orchids from her flower garden.,,There were 6 roses and 20 orchids in the vase.,"container ( vase , 6 , flower , rose , None ) container ( vase , 20 , flower , orchid , None )"
svamp-124,There are now 21 orchids and 22 roses in the vase.,"container ( vase , 21 , flower , orchid , None ) container ( vase , 22 , flower , rose , None )",Jessica cut some more roses and orchids from her flower garden.,
svamp-124,how many more roses than orchids are there in the vase now?,"difference ( vase , vase , None , flower , rose , None , flower , orchid , None )",There are now 21 orchids and 22 roses in the vase.,"container ( vase , 21 , flower , orchid , None ) container ( vase , 22 , flower , rose , None )"
svamp-96,Dan has $4.,"container ( dan , 4 , money , None , $ )",,
svamp-96,He had $3 left with him after he bought a candy bar.,"transfer ( None , dan , 3 , money , candy bar , $ )",Dan has $4.,"container ( dan , 4 , money , None , $ )"
svamp-96,how much did the candy bar cost?,"container ( dan , None , money , None , $ )",He had $3 left with him after he bought a candy bar.,"transfer ( None , dan , 3 , money , candy bar , $ )"
svamp-165,If lewis earns a total of $460 during 5 weeks of harvest.,"container ( lewis , 460 , money , None , $ ) container ( lewis , 5 , time , None , week ) rate ( lewis , None , money , None , $ , time , None , $ )",,
svamp-165,how much money does he earn each week?,"rate ( lewis , None , money , None , $ , time , None , $ )",If lewis earns a total of $460 during 5 weeks of harvest.,"container ( lewis , 460 , money , None , $ ) container ( lewis , 5 , time , None , week ) rate ( lewis , None , money , None , $ , time , None , $ )"
svamp-80,Mary is baking a cake.,"container ( mary , None , cake , None , None )",,
svamp-80,The recipe calls for 3 cups of sugar 10 cups of flour and 15 cups of salt.,"container ( mary , 3 , sugar , cake , cup ) container ( mary , 10 , flour , cake , cup ) container ( mary , 15 , salt , cake , cup )",Mary is baking a cake.,"container ( mary , None , cake , None , None )"
svamp-80,She already put in 6 cups of flour.,,The recipe calls for 3 cups of sugar 10 cups of flour and 15 cups of salt.,"container ( mary , 3 , sugar , cake , cup ) container ( mary , 10 , flour , cake , cup ) container ( mary , 15 , salt , cake , cup )"
svamp-80,How many more cups of flour does she need to add?,"transfer ( None , mary , 6 , flour , None , cup ) container ( mary , None , flour , cake , cup )",She already put in 6 cups of flour.,
svamp-145,He then went to see the oranges being harvested.,,,
svamp-145,He found out that they harvest 8 sacks per day.,"container ( he , None , orange , None , sack ) container ( he , None , time , None , day )",He then went to see the oranges being harvested.,
svamp-145,how many days will it take to harvest 24 sacks of oranges?,"container ( he , 24 , orange , None , sack ) rate ( he , 8 , orange , None , sack , time , None , day ) container ( he , None , time , None , day )",He found out that they harvest 8 sacks per day.,"container ( he , None , orange , None , sack ) container ( he , None , time , None , day )"
svamp-411,In haley's class some boys love to play marbles.,,,
svamp-411,Haley gives 2 marbles to each boy.,"container ( haley , None , marble , None , None )",In haley's class some boys love to play marbles.,
svamp-411,If she had 28 marbles.,"container ( haley , 28 , marble , None , None ) rate ( haley , 2 , marble , None , None , boy , None , None )",Haley gives 2 marbles to each boy.,"container ( haley , None , marble , None , None )"
svamp-411,How many boys did she give the marbles to?,"container ( haley , None , boy , None , None )",If she had 28 marbles.,"container ( haley , 28 , marble , None , None ) rate ( haley , 2 , marble , None , None , boy , None , None )"
svamp-915,Josh had 22 marbles in his collection.,"container ( josh , 22 , marble , None , None )",,
svamp-915,Jack gave him 20 marbles.,"transfer ( josh , jack , 20 , marble , None , None )",Josh had 22 marbles in his collection.,"container ( josh , 22 , marble , None , None )"
svamp-915,how many marbles does josh have now?,"container ( josh , None , marble , None , None )",Jack gave him 20 marbles.,"transfer ( josh , jack , 20 , marble , None , None )"
svamp-153,He then went to see the oranges being harvested.,,,
svamp-153,He found out that they harvest 76 sacks per day and discard 64 of them.,"container ( he , 76 , orange , None , sack ) transfer ( None , he , 64 , orange , None , sack )",He then went to see the oranges being harvested.,
svamp-153,how many oranges do they harvest per day if each sack contains 50 oranges?,"rate ( he , 50 , orange , None , None , orange , None , sack ) container ( he , None , orange , None , None )",He found out that they harvest 76 sacks per day and discard 64 of them.,"container ( he , 76 , orange , None , sack ) transfer ( None , he , 64 , orange , None , sack )"
svamp-201,In haley's class some boys love to play marbles.,,,
svamp-201,If haley has 10 marbles and she gave 5 marbles to each boy.,"container ( haley , 10 , marble , None , None ) rate ( haley , 5 , marble , None , None , boy , None , None )",In haley's class some boys love to play marbles.,
svamp-201,how many boys did she give the marbles to?,"container ( haley , None , boy , None , None )",If haley has 10 marbles and she gave 5 marbles to each boy.,"container ( haley , 10 , marble , None , None ) rate ( haley , 5 , marble , None , None , boy , None , None )"
svamp-22,Every day ryan spends 4 hours on learning english and 6 hours on learning chinese.,"container ( ryan , 4 , time , english , hour ) container ( ryan , 6 , time , chinese , hour )",,
svamp-22,If he learns for 86 days.,"container ( ryan , None , time , None , hour ) part ( ryan , time , None , hour , ryan , time , english , hour , ryan , time , chinese , hour ) container ( ryan , 86 , time , None , day )",Every day ryan spends 4 hours on learning english and 6 hours on learning chinese.,"container ( ryan , 4 , time , english , hour ) container ( ryan , 6 , time , chinese , hour )"
svamp-22,how many hours does he spend on learning english and chinese each day?,"container ( ryan , None , time , None , hour )",If he learns for 86 days.,"container ( ryan , None , time , None , hour ) part ( ryan , time , None , hour , ryan , time , english , hour , ryan , time , chinese , hour ) container ( ryan , 86 , time , None , day )"
svamp-190,Frank put 11 pieces of candy in each bag.,"rate ( frank , 11 , candy , None , None , bag , None , None )",,
svamp-190,If he had 22 pieces of candy.,"container ( frank , 22 , candy , None , None )",Frank put 11 pieces of candy in each bag.,"rate ( frank , 11 , candy , None , None , bag , None , None )"
svamp-190,how many bags would he have?,"container ( frank , None , bag , None , None )",If he had 22 pieces of candy.,"container ( frank , 22 , candy , None , None )"
svamp-169,Lewis earns $28 every week during the 1091 weeks of harvest.,"container ( lewis , 1091 , time , harvest , week ) rate ( lewis , 28 , money , None , $ , time , harvest , week )",,
svamp-169,He also earns $939 per week for working overtime.,"container ( lewis , None , money , None , $ )",Lewis earns $28 every week during the 1091 weeks of harvest.,"container ( lewis , 1091 , time , harvest , week ) rate ( lewis , 28 , money , None , $ , time , harvest , week )"
svamp-169,If he works overtime every week.,"rate ( lewis , 939 , money , None , $ , time , None , week )",He also earns $939 per week for working overtime.,"container ( lewis , None , money , None , $ )"
svamp-169,how much money does he earn during harvest season?,"container ( lewis , None , money , None , $ ) part ( lewis , money , None , $ , lewis , money , None , $ , lewis , money , None , $ )",If he works overtime every week.,"rate ( lewis , 939 , money , None , $ , time , None , week )"
svamp-240,In a school there are there are 402 more girls than boys.,"difference ( school , school , 402 , student , girl , None , student , boy , None )",,
svamp-240,If there are 739 girls.,"container ( school , 739 , student , girl , None )",In a school there are there are 402 more girls than boys.,"difference ( school , school , 402 , student , girl , None , student , boy , None )"
svamp-240,How many boys are there in that school?,"container ( school , None , student , boy , None )",If there are 739 girls.,"container ( school , 739 , student , girl , None )"
svamp-63,Mary is baking a cake.,,,
svamp-63,The recipe calls for 11 cups of flour and 7 cups of sugar.,"container ( mary , 11 , flour , None , cup ) container ( mary , 7 , sugar , None , cup )",Mary is baking a cake.,
svamp-63,She already put in some cups of flour.,,The recipe calls for 11 cups of flour and 7 cups of sugar.,"container ( mary , 11 , flour , None , cup ) container ( mary , 7 , sugar , None , cup )"
svamp-63,If she still needs 2 more cups of flour than sugar.,"transfer ( None , mary , None , flour , None , cup ) difference ( mary , mary , 2 , flour , None , cup , sugar , None , cup )",She already put in some cups of flour.,
svamp-63,how many cups of flour did she put in?,"transfer ( None , mary , None , flour , None , cup )",If she still needs 2 more cups of flour than sugar.,"transfer ( None , mary , None , flour , None , cup ) difference ( mary , mary , 2 , flour , None , cup , sugar , None , cup )"
svamp-62,Rachel had to complete 9 pages of math homework 2 pages of reading homework and 96 more pages of biology homework.,"container ( rachel , 9 , homework , math , page ) container ( rachel , 2 , homework , reading , page ) container ( rachel , 96 , homework , biology , page )",,
svamp-62,how many more pages of math homework than reading homework did she have?,"difference ( rachel , rachel , None , homework , math , page , homework , reading , page )",Rachel had to complete 9 pages of math homework 2 pages of reading homework and 96 more pages of biology homework.,"container ( rachel , 9 , homework , math , page ) container ( rachel , 2 , homework , reading , page ) container ( rachel , 96 , homework , biology , page )"
svamp-187,Faye was placing some pencils equally into 2 rows.,"container ( faye , 2 , row , None , None )",,
svamp-187,If she had 6 pencils.,"container ( faye , 6 , pencil , None , None ) rate ( faye , None , pencil , None , None , row , None , None )",Faye was placing some pencils equally into 2 rows.,"container ( faye , 2 , row , None , None )"
svamp-187,how many pencils did she place in each row?,"rate ( faye , None , pencil , None , None , row , None , None )",If she had 6 pencils.,"container ( faye , 6 , pencil , None , None ) rate ( faye , None , pencil , None , None , row , None , None )"
svamp-35,In a school there are there are 458 more girls than boys.,"difference ( school , school , 458 , girl , None , None , boy , None , None )",,
svamp-35,If there are 692 girls.,"container ( school , 692 , girl , None , None )",In a school there are there are 458 more girls than boys.,"difference ( school , school , 458 , girl , None , None , boy , None , None )"
svamp-35,how many pupils are there in that school?,"container ( school , None , pupil , None , None ) part ( school , pupil , None , None , school , girl , None , None , school , boy , None , None )",If there are 692 girls.,"container ( school , 692 , girl , None , None )"
svamp-191,Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row.,"container ( faye , 16 , row , None , None ) rate ( faye , 21 , pencil , None , None , row , None , None ) rate ( faye , 6 , crayon , None , None , row , None , None )",,
svamp-191,how many crayons does she have?,"container ( faye , None , crayon , None , None )",Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row.,"container ( faye , 16 , row , None , None ) rate ( faye , 21 , pencil , None , None , row , None , None ) rate ( faye , 6 , crayon , None , None , row , None , None )"
svamp-200,In haley's class 11 are boys who love to play marbles.,"container ( haley , 11 , boy , marble , None )",,
svamp-200,If haley gives 9 marbles to each boy.,"rate ( haley , 9 , marble , None , None , boy , marble , None )",In haley's class 11 are boys who love to play marbles.,"container ( haley , 11 , boy , marble , None )"
svamp-200,how many marbles did she have?,"container ( haley , None , marble , None , None )",If haley gives 9 marbles to each boy.,"rate ( haley , 9 , marble , None , None , boy , marble , None )"
svamp-129,Paul got a box of 110 crayons for his birthday.,"container ( paul , 110 , crayon , None , None )",,
svamp-129,During the school year he gave 90 crayons to his friends while he lost 412 crayons.,,Paul got a box of 110 crayons for his birthday.,"container ( paul , 110 , crayon , None , None )"
svamp-129,how many more crayons did he lose than those he gave to his friends?,"container ( paul , 90 , crayon , friend , None ) container ( paul , 412 , crayon , lost , None ) difference ( paul , paul , None , crayon , lost , None , crayon , friend , None )",During the school year he gave 90 crayons to his friends while he lost 412 crayons.,
svamp-74,Kelly has 46 nintendo games and 132 sony games.,"container ( kelly , 46 , game , nintendo , None ) container ( kelly , 132 , game , sony , None )",,
svamp-74,how many sony games does she need to give away so that she will have 31 sony games left?,"container ( kelly , 31 , game , sony , None ) transfer ( None , kelly , None , game , sony , None )",Kelly has 46 nintendo games and 132 sony games.,"container ( kelly , 46 , game , nintendo , None ) container ( kelly , 132 , game , sony , None )"
svamp-152,Being his favorite he saved checking on the grapevines for his last stop.,,,
svamp-152,He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days.,"container ( he , 94 , picker , None , None ) container ( he , 90 , grape , None , drum ) container ( he , 6 , time , None , day )",Being his favorite he saved checking on the grapevines for his last stop.,
svamp-152,how many drums of grapes would be filled per day?,"rate ( he , None , grape , None , drum , picker , None , None )",He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days.,"container ( he , 94 , picker , None , None ) container ( he , 90 , grape , None , drum ) container ( he , 6 , time , None , day )"
svamp-943,He had a total of 40 saltwater animals in different aquariums.,"container ( aquarium , 40 , saltwater animal , None , None )",,
svamp-943,Each aquarium has 2 animals in it.,"rate ( aquarium , 2 , saltwater animal , None , None , aquarium , None , None )",He had a total of 40 saltwater animals in different aquariums.,"container ( aquarium , 40 , saltwater animal , None , None )"
svamp-943,How many aquariums did he have?,"container ( aquarium , None , aquarium , None , None )",Each aquarium has 2 animals in it.,"rate ( aquarium , 2 , saltwater animal , None , None , aquarium , None , None )"
svamp-105,Dan had $3 left with him after he bought a candy bar.,"container ( dan , 3 , money , None , $ ) transfer ( None , dan , None , money , candy bar , $ )",,
svamp-105,If he had $4 at the start.,"container ( dan , 4 , money , None , $ )",Dan had $3 left with him after he bought a candy bar.,"container ( dan , 3 , money , None , $ ) transfer ( None , dan , None , money , candy bar , $ )"
svamp-105,how much did the candy bar cost?,"transfer ( None , dan , None , money , candy bar , $ )",If he had $4 at the start.,"container ( dan , 4 , money , None , $ )"
svamp-19,Edward spent $17.,"transfer ( None , edward , 17 , money , None , $ )",,
svamp-19,Then he received $10 from his friend.,"transfer ( edward , None , 10 , money , None , $ )",Edward spent $17.,"transfer ( None , edward , 17 , money , None , $ )"
svamp-19,Now he has $7.,"container ( edward , 7 , money , None , $ )",Then he received $10 from his friend.,"transfer ( edward , None , 10 , money , None , $ )"
svamp-19,how much did edward have before he spent his money?,"container ( edward , None , money , None , $ )",Now he has $7.,"container ( edward , 7 , money , None , $ )"
svamp-514,Allan brought 5 balloons.,"container ( allan , 5 , balloon , None , None )",,
svamp-514,Jake brought 4 balloons to the park.,"container ( jake , 4 , balloon , None , None )",Allan brought 5 balloons.,"container ( allan , 5 , balloon , None , None )"
svamp-514,Allan then bought 3 more balloons at the park.,"transfer ( allan , None , 3 , balloon , None , None )",Jake brought 4 balloons to the park.,"container ( jake , 4 , balloon , None , None )"
svamp-514,How many balloons did allan bring to the park?,"container ( allan , None , balloon , None , None )",Allan then bought 3 more balloons at the park.,"transfer ( allan , None , 3 , balloon , None , None )"
svamp-144,He then went to see the oranges being harvested.,,,
svamp-144,He found out that they harvest 66 sacks per day.,"container ( he , None , orange , None , sack ) container ( he , None , time , None , day )",He then went to see the oranges being harvested.,
svamp-144,how many oranges do they harvest per day if each sack contains 28 oranges?,"container ( he , 66 , orange , None , sack ) rate ( he , 28 , orange , None , None , orange , None , sack ) container ( he , None , orange , None , None )",He found out that they harvest 66 sacks per day.,"container ( he , None , orange , None , sack ) container ( he , None , time , None , day )"
svamp-81,Mary is baking a cake.,,,
svamp-81,The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt.,"container ( mary , 9 , sugar , None , cup ) container ( mary , 14 , flour , None , cup ) container ( mary , 40 , salt , None , cup )",Mary is baking a cake.,
svamp-81,She already put in 4 cups of flour.,"transfer ( None , mary , 4 , flour , None , cup )",The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt.,"container ( mary , 9 , sugar , None , cup ) container ( mary , 14 , flour , None , cup ) container ( mary , 40 , salt , None , cup )"
svamp-81,how many more cups of flour than cups of sugar does she need to add now?,"difference ( mary , mary , None , flour , None , cup , sugar , None , cup )",She already put in 4 cups of flour.,"transfer ( None , mary , 4 , flour , None , cup )"
svamp-133,Paul had 108 books and 55 pens.,"container ( paul , 108 , book , None , None ) container ( paul , 55 , pen , None , None )",,
svamp-133,After selling some books and pens in a garage sale he had 66 books and 59 pens left.,"container ( paul , 66 , book , None , None ) container ( paul , 59 , pen , None , None ) transfer ( None , paul , None , book , garage sale , None ) transfer ( None , paul , None , pen , garage sale , None )",Paul had 108 books and 55 pens.,"container ( paul , 108 , book , None , None ) container ( paul , 55 , pen , None , None )"
svamp-133,how many books did he sell in the garage sale?,"transfer ( None , paul , None , book , garage sale , None )",After selling some books and pens in a garage sale he had 66 books and 59 pens left.,"container ( paul , 66 , book , None , None ) container ( paul , 59 , pen , None , None ) transfer ( None , paul , None , book , garage sale , None ) transfer ( None , paul , None , pen , garage sale , None )"
svamp-164,He then went to see the oranges being harvested.,,,
svamp-164,He found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day.,"container ( he , 71 , orange , unripe , sack ) container ( he , 60 , orange , ripe , sack )",He then went to see the oranges being harvested.,
svamp-164,how many more sacks of unripe oranges than ripe oranges are harvested per day?,"difference ( he , he , None , orange , unripe , sack , orange , ripe , sack )",He found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day.,"container ( he , 71 , orange , unripe , sack ) container ( he , 60 , orange , ripe , sack )"
svamp-97,Baker made 170 cakes.,"container ( baker , 170 , cake , None , None )",,
svamp-97,He sold 78 of them and bought 31 new cakes.,"transfer ( None , baker , 78 , cake , sold , None ) transfer ( baker , None , 31 , cake , bought , None )",Baker made 170 cakes.,"container ( baker , 170 , cake , None , None )"
svamp-97,how many more cakes did baker sell than those he bought?,"container ( baker , 78 , cake , sold , None ) container ( baker , 31 , cake , bought , None ) difference ( baker , baker , None , cake , sold , None , cake , bought , None )",He sold 78 of them and bought 31 new cakes.,"transfer ( None , baker , 78 , cake , sold , None ) transfer ( baker , None , 31 , cake , bought , None )"
svamp-78,Nell collects baseball cards.,,,
svamp-78,She had 528 cards while jeff had 11 cards.,"container ( nell , 528 , baseball card , None , None ) container ( jeff , 11 , baseball card , None , None )",Nell collects baseball cards.,
svamp-78,She gave some of her cards to jeff and now has 252 cards left.,"container ( nell , 252 , baseball card , None , None ) transfer ( jeff , nell , None , baseball card , None , None )",She had 528 cards while jeff had 11 cards.,"container ( nell , 528 , baseball card , None , None ) container ( jeff , 11 , baseball card , None , None )"
svamp-78,how many cards did nell give to jeff?,"transfer ( jeff , nell , None , baseball card , None , None )",She gave some of her cards to jeff and now has 252 cards left.,"container ( nell , 252 , baseball card , None , None ) transfer ( jeff , nell , None , baseball card , None , None )"
svamp-6,A grocery store had 19 bottles of diet soda and 60 bottles of regular soda.,"container ( grocery store , 19 , soda , diet , bottle ) container ( grocery store , 60 , soda , regular , bottle )",,
svamp-6,how many more bottles of regular soda than diet soda did they have?,"difference ( grocery store , grocery store , None , soda , regular , bottle , soda , diet , bottle )",A grocery store had 19 bottles of diet soda and 60 bottles of regular soda.,"container ( grocery store , 19 , soda , diet , bottle ) container ( grocery store , 60 , soda , regular , bottle )"
svamp-54,Rachel had to complete 5 pages of math homework and 2 pages of reading homework.,"container ( rachel , 5 , homework , math , None ) container ( rachel , 2 , homework , reading , None )",,
svamp-54,how many more pages of math homework than reading homework did she have?,"difference ( rachel , rachel , None , homework , math , None , homework , reading , None )",Rachel had to complete 5 pages of math homework and 2 pages of reading homework.,"container ( rachel , 5 , homework , math , None ) container ( rachel , 2 , homework , reading , None )"
svamp-109,Baker made 173 cakes.,"container ( baker , 173 , cake , None , None )",,
svamp-109,He bought 103 new cakes and sold 86 cakes.,"transfer ( baker , None , 103 , cake , None , None ) transfer ( None , baker , 86 , cake , None , None )",Baker made 173 cakes.,"container ( baker , 173 , cake , None , None )"
svamp-109,how many cakes does baker still have?,"container ( baker , None , cake , None , None )",He bought 103 new cakes and sold 86 cakes.,"transfer ( baker , None , 103 , cake , None , None ) transfer ( None , baker , 86 , cake , None , None )"
svamp-42,The grasshopper and the frog had a jumping contest.,,,
svamp-42,The frog jumped 39 inches.,"container ( frog , 39 , distance , jump , inch )",The grasshopper and the frog had a jumping contest.,
svamp-42,The grasshopper jumped 17 inches.,"container ( grasshopper , 17 , distance , jump , inch )",The frog jumped 39 inches.,"container ( frog , 39 , distance , jump , inch )"
svamp-42,how much farther did the frog jump than the grasshopper?,"difference ( frog , grasshopper , None , distance , jump , inch , distance , jump , inch )",The grasshopper jumped 17 inches.,"container ( grasshopper , 17 , distance , jump , inch )"
svamp-15,Edward spent $6 to buy 2 books each book costing him the same amount of money.,"container ( edward , 6 , money , None , $ ) container ( edward , 2 , book , None , None ) rate ( edward , None , money , None , $ , book , None , None )",,
svamp-15,Now he has $12.,"container ( edward , 12 , money , None , $ )",Edward spent $6 to buy 2 books each book costing him the same amount of money.,"container ( edward , 6 , money , None , $ ) container ( edward , 2 , book , None , None ) rate ( edward , None , money , None , $ , book , None , None )"
svamp-15,how much did each book cost?,"rate ( edward , None , money , None , $ , book , None , None )",Now he has $12.,"container ( edward , 12 , money , None , $ )"
svamp-148,He then went to see the oranges being harvested.,,,
svamp-148,He found out that they harvest 66 sacks per day and that each sack containes 25 oranges.,"rate ( he , 25 , orange , None , None , orange , None , sack ) rate ( he , 66 , orange , None , sack , time , None , day )",He then went to see the oranges being harvested.,
svamp-148,how many oranges will they have after 87 days of harvest?,"container ( he , 87 , time , None , day ) container ( he , None , orange , None , None )",He found out that they harvest 66 sacks per day and that each sack containes 25 oranges.,"rate ( he , 25 , orange , None , None , orange , None , sack ) rate ( he , 66 , orange , None , sack , time , None , day )"
svamp-130,Paul got a box of some crayons for his birthday.,,,
svamp-130,During the school year he gave 563 crayons to his friends while he lost 558 crayons.,"transfer ( None , paul , 563 , crayon , friends , None ) transfer ( None , paul , 558 , crayon , lost , None )",Paul got a box of some crayons for his birthday.,
svamp-130,If he only had 332 crayons left.,"container ( paul , 332 , crayon , None , None )",During the school year he gave 563 crayons to his friends while he lost 558 crayons.,"transfer ( None , paul , 563 , crayon , friends , None ) transfer ( None , paul , 558 , crayon , lost , None )"
svamp-130,how many crayons did he get for his birthday?,"container ( paul , None , crayon , birthday , None )",If he only had 332 crayons left.,"container ( paul , 332 , crayon , None , None )"
svamp-82,Nell collects baseball cards.,,,
svamp-82,She had 573 cards.,"container ( nell , 573 , baseball card , None , None )",Nell collects baseball cards.,
svamp-82,She gave 195 cards to john and yet some more to jeff.,"transfer ( None , nell , 195 , baseball card , John , None ) transfer ( None , nell , None , baseball card , Jeff , None )",She had 573 cards.,"container ( nell , 573 , baseball card , None , None )"
svamp-82,Now she has 210 cards left.,"container ( nell , 210 , baseball card , None , None )",She gave 195 cards to john and yet some more to jeff.,"transfer ( None , nell , 195 , baseball card , John , None ) transfer ( None , nell , None , baseball card , Jeff , None )"
svamp-82,how many cards did nell give to jeff?,"transfer ( None , nell , None , baseball card , Jeff , None )",Now she has 210 cards left.,"container ( nell , 210 , baseball card , None , None )"
svamp-188,Frank had some pieces of candy.,"container ( frank , None , candy , None , None )",,
svamp-188,If he put them into 26 bags with 33 pieces in each bag.,"container ( frank , 26 , bag , None , None ) rate ( frank , 33 , candy , None , None , bag , None , None )",Frank had some pieces of candy.,"container ( frank , None , candy , None , None )"
svamp-188,how many pieces of candy did he have?,"container ( frank , None , candy , None , None )",If he put them into 26 bags with 33 pieces in each bag.,"container ( frank , 26 , bag , None , None ) rate ( frank , 33 , candy , None , None , bag , None , None )"
svamp-171,Lewis earns $368 every week during the 1359 weeks of harvest.,"container ( lewis , None , money , None , $ ) container ( lewis , 1359 , time , harvest , week )",,
svamp-171,If he has to pay $388 rent every week.,"container ( lewis , None , rent , None , $ )",Lewis earns $368 every week during the 1359 weeks of harvest.,"container ( lewis , None , money , None , $ ) container ( lewis , 1359 , time , harvest , week )"
svamp-171,how much money does he pay as rent during the harvest season?,"rate ( lewis , 368 , money , None , $ , time , None , week ) rate ( lewis , 388 , rent , None , $ , time , None , week ) container ( lewis , None , rent , None , $ )",If he has to pay $388 rent every week.,"container ( lewis , None , rent , None , $ )"
svamp-94,Last week fred had 47 dollars and jason had 99 dollars.,"container ( fred , 47 , money , None , dollar ) container ( jason , 99 , money , None , dollar )",,
